 ,,,,,,,For Andrew ,,,For Andrew ,For Andrew ,For Andrew ,For Andrew ,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",,
10/22/2020,VW167,L/S Lux Tee,BLK,S,1,In,TRUE,Lightspeed Return,AP,1081,1780,1012,TRUE,,
10/22/2020,VW303,Performance Jogger,CCL,M,1,Out,TRUE,Damaged,AP,908277,,1011,TRUE,,
10/22/2020,VW304,Clementine Short,LHG,L,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/22/2020,V430,Meta Pant ,NVY,33,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/24/2020,V412,Ripstop Climber Pant,BLK,S,1,In,TRUE,Lightspeed Return,AP,1081,1780,1012,TRUE,,
10/24/2020,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,AP,908277,,1011,TRUE,,
10/24/2020,V302,Kore Short,BLK,L,1,Out,TRUE,Damaged,AP,908277,,1011,TRUE,,
10/25/2020,VW145,Chloe Tee,LHG,M,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,VW226,Halo Essential Hoodie,HDG,S,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,VW418,Daily Jogger,ORE,S,1,In ,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,VW108,Lux Performance Tank,HCE,L,1,In,TRUE,Lightspeed Return ,GV,1081,1780,1012,TRUE,,
10/25/2020,V430,Meta Pant,BLK,32,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,VW143,Rhythm Bra ,GRY,S,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V109,Tradewind Performance Tee,HTA,XL,1,In,TRUE,Lightspeed Return ,GV,1081,1780,1012,TRUE,,
10/25/2020,V101,Tuvalu Tee,SAL,XL,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V164,Ace Polo,LTG,L,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,VW303,Performance Jogger ,BLK,M,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V108,L/S Ever Henley,BLK,XL,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V527,Russell Jacket,BLK,M,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V201,Movement Hoodie,HTG,M,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V344,Ponto Shorts,NVY,L,1,In,TRUE,Lightspeed Return ,GV,1081,1780,1012,TRUE,,
10/25/2020,VW365,"Clementine Short 4""",CTT,XS,1,In,TRUE,Lightspeed Return,GV,1081,1780,1012,TRUE,,
10/25/2020,V330,Banks Shorts,BCM,L,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V430,Meta Pant ,CCL,32,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V334,Ponto Short,HCC,M,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V334,Ponto Short,BLK,S,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V417,Transit Jogger,BLK,XL,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,VW142,Plyo Tank,HDS,S,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V302,Kore Short ,BLK,S,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,VW323,Daily Legging,BLK,XS,1,Out ,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V176,Waffle Crew,IND,L,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,VW325,Elevation Performance Legging,HCC,M,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/25/2020,V815,Vuori Performance Hat,HCC,ONS,1,Out,TRUE,Damaged,GV,908277,,1011,TRUE,,
10/27/2020,V369,Cape Short,IWC,S,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/27/2020,VW401,Womens Ripstop Pant,ARM,M,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/27/2020,VW404,Wayfarer Pant,ORE,XS,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/27/2020,V302,Kore Short,BLK,XXL,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/27/2020,V344,Ponto Short,HTG,L,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/27/2020,V302,Kore Short,Pebble micro dot,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/27/2020,VW409,Clean Elevation Legging,HOR,XS,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/27/2020,V341,Trail Short,BLK,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/27/2020,V412,Ripstop Climber Pant,CCO,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/27/2020,VW325,Elevation Performance Legging,HCE,XS,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/27/2020,VW323,Daily Legging,BCM,S,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/27/2020,V101,Tuvalu Tee,ARM,L,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,VW148,Lizette Crop,BLK,S,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/28/2020,VW361,Tavi Short,IMP,M,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/28/2020,V359,Bahia Boardshort,BLK,32,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/28/2020,VW123,Energy Top,HCE,S,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/28/2020,VW325,Elevation Performance Legging,BCM,S,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/28/2020,V359,Bahia Boardshort,BLK ,32,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,V417,Transit Jogger,BLK,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,V825,Dad Hat,OLV,ONS,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,V341,Trail Short,ITF,S,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,V302,Kore Short,OXB,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,V330,Banks Short ,CHT,L,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/28/2020,V213,Jackson Hoodie,BLK,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/29/2020,VW303,Performance Jogger,HTG,S,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/29/2020,VW226,Halo Essential Hoodie,HTG,S,1,In,TRUE,Lightspeed Return,AP,1086,1785,1003,TRUE,,
10/29/2020,VW123,Energy Top,BLK,S,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/29/2020,VW325,Elevation Performance Legging,HCC,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/29/2020,V346,Stockton Short,GRL,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/30/2020,VW108,Lux Performance Tank,DVG,M,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,VW323,Daily Legging,CCL,M,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,V367,"Kore Short 5""",BWC,L,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,VW106,Lux Performance Tee,HCC,XL,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,VW106,Lux Performance Tee,HIN,XL,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,VW303,Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,VW510,Truckee Insulated Vest,BCM,L,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/30/2020,VW401,Womens Ripstop Pant,ARM,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/30/2020,V330,Banks Short,OXB,M,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/30/2020,V126,Strato Tech Tee,HST,L,1,Out,TRUE,Damaged,AP,923621,,1015,TRUE,,
10/31/2020,VW418,Daily Jogger,BLK,S,1,In,TRUE,Lightspeed Return,AP,923621,,1015,TRUE,,
10/31/2020,VW950,Women's V1 Logo Tee,CCL,S,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,VW950,Women's V1 Logo Tee,CCL,L,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,V302,Kore Short,AMB ,M,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,V430,Meta Pant,BLK,30,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,VW363,Seascape Shorty,BLK,XS,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,VW339,Halo Performance Short,HTG,S,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,VW108,Lux Performance Tank,BLK,XS,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,VW108,Lux Performance Tank,HDS,XS,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,V367,"Kore Short 5""",BWC,XL,1,In,TRUE,Lightspeed Return,AP,1090,1792,1016,TRUE,,
10/31/2020,VW323,Daily Legging,DSK,M,1,Out,TRUE,Lightspeed Return,AP,923621,,1015,TRUE,,
10/31/2020,VW133,Daydream Crew,HDS,XS,1,Out,TRUE,Lightspeed Return,AP,923621,,1015,TRUE,,
10/31/2020,V433,Collins Chino,CCO,33,1,Out,TRUE,Lightspeed Return,AP,923621,,1015,TRUE,,
11/02/2020,V366,"Banks Short 5""",INS,XL,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V344,Ponto Short,BLK,XL,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V330,Banks Short,OSP,M,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V302,Kore Short,CCL,M,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V519,Durango Half Zip,HTG,L,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW226,Halo Essential Hoodie,BCM,L,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW515,Shasta Insulated Jacket,ORE,XL,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V950,Waves Mountain Sun Tee,Charcoal,L,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V416,Sunday Performance Jogger,HCC,L,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW344,Sea Bound Boardshort,MEL,M,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW364,Womens Ripstop Short,CCL,M,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V512,Outdoor Trainer Shell,BCM,L,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW304,Clementine Short,BWC,M,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V368,Aim Short,KHK,33,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW226,Halo Essential Hoodie,HCC,XS,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,V221,Ease performance 1/2 zip,HCC,M,1,In,TRUE,,,1090,1792,1016,TRUE,,
11/02/2020,VW511,Saltwater Anorak ,WHT,XS,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,VW167,Long Sleeve-Lux Tee,BLK,M,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V101,Tuvalu Tee,SAL,M,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,VW325,Elevation Performance Legging,HCE,XS,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,VW323,Daily Legging,BLK,XS,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V330,Banks Short,AZL,M,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V221,Ease performance 1/2 zip,HDG,L,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,VW323,Daily Legging,BCM,S,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V302,Kore Short,CLD,S,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V234,Ponto Track Jacket,HCC,M,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,VW303,Performance Jogger,HTG,XS,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V178,L/S Strato Tech Tee,HTG,L,1,Out,TRUE,Damaged,,923621,,1015,TRUE,,
11/02/2020,V341,Trail Short,,M,1,Out,FALSE,Damaged,,,,,FALSE,,
11/04/2020,VW950,V1 Logo Tee,WHT,S,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/04/2020,VW303,Performance Jogger ,HTG,XS,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/04/2020,VW329,Pace Legging,BLK,S,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/04/2020,VW516,Womens Alpine Sherpa Jacket,NAT,M,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/04/2020,V323,Evolution Short,BLK,33,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/04/2020,VW409,Clean Elevation Legging,HOR,S,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/04/2020,V946,Dunes Tee,NAT,S,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/04/2020,V222,Ponto Performance Pullover,BLK,M,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/04/2020,VW123,Energy Top,HML,S,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/04/2020,VW108,Lux Performance Tank,DVG,S,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/04/2020,VW409,Clean Elevation Legging,HCC,XS,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/05/2020,VW329,Pace Legging,BLK,XS,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/05/2020,VW304,Clementine Shorts,BCM,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/05/2020,V176,Waffle Crew,ORE,L,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/05/2020,V418,Ponto Performance Pant,HTG,M,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/05/2020,VW303,Performance Jogger,HDS,L,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/05/2020,V418,Ponto Performance Pant,HCC,XL,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/05/2020,VW303,Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/05/2020,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return,AP,1101,1805,1023,TRUE,,
11/05/2020,V370,Ripstop Shorts,BCM,L,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/06/2020,V833,Wave Mountain Sun Hat,GRY,ONS,1,Out,FALSE,Shipment error,AP,,,,FALSE,,
11/06/2020,VW136,Elevation Bra,HCC,M,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/06/2020,V330,Banks Short,GRL,S,1,Out,TRUE,Damaged,AP,965398,,1036,TRUE,,
11/08/2020,VW516,Womens Alpine Sherpa Jacket,HTG,XS,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/08/2020,VW104,Yosemite Bra,DSK,XS,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/08/2020,VW510,Truckee Insulated Vest,BCM,L,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/08/2020,VW303,Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,VW401,Womens Ripstop Pant,CCL,S,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,VW329,Pace High Rise Legging,CER,M,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,VW503,Pacific Vest ,BKL,S,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,V816,V1 Patch Performance Hat,HTG,ONS,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,VW104,Yosemite Bra,SPC,S,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,V946,Dunes Tee,HTG,M,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/08/2020,V164,Ace Polo,LTG,L,1,In,TRUE,Lightspeed Return,GV,1101,1805,1023,TRUE,,
11/09/2020,VW303,Performnce Jogger,HCE,L,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,VW401,Womens Ripstop Pant,ARM,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V101,Tuvalu Tee,BLK,XL,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V314,Cruise Boardshort,GSW,36,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,VW133,Daydream Crew,HDS,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V314,Cruise Boardshort,ICB,30,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V953,Balboa Tee,WHT,L,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V126,Strato Tech Tee,HCO,L,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
2020-11-09,V302,Kore Short,PWC,M,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V164,Ace Polo,IND,L,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/09/2020,V412,Ripstop Climber Pant,IND,L,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,V412,Ripstop Climber Pant,CCL,L,2,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,VW323,Daily Legging,IND,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,VW323,Daily Legging,BLK,S,2,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,VW418,Daily Jogger,BLK,M,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,V178,L/S Strato Tech Tee,HNV,L,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,VW329,Pace Legging,BLK,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/09/2020,VW304,Clemenine Short,BWC,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/10/2020,VW303,Performance Jogger,HCE,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/10/2020,V302,Kore Short,BLK,M,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/10/2020,VW226,Halo Essential Hoodie,HTG,L,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/10/2020,VW303,Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/10/2020,VW226,Halo Essential Hoodie,HCC,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/10/2020,VW167,L/S Lux Tee,HCE,XS,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/10/2020,VW323,Daily Legging,BCM,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/10/2020,VW104,Yosemite Bra,BCM,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/12/2020,V344,Ponto Short,HCC,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,VW123,Energy Top,HTG,M,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V416,Sunday Performance Jogger,IND,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,VW323,Daily Legging,BCM,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,VW323,Daily Legging,BCM,XS,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V108,GV,IND,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V330,Banks Short,PLT,M,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,VW303,Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V302,Kore Short,IND,L,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V341,Trail Short,IST,L,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V213,Jackson Hoodie,BLK,XL,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/12/2020,V314,Cruise Boardshort,IFP,34,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/12/2020,V820,California Beanie,MUS,ONS,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/12/2020,V323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/12/2020,V178,L/S Strato Tech Tee,HTG,S,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/12/2020,V430,Meta Pant,BLK,33,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/12/2020,V213,Jackson Hoodie,BLK,M,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/12/2020,V404,Wayfarer Pant,CLY,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/12/2020,VW510,Truckee Insulated Vest,BCM,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/12/2020,V512,Outdoor Trainer Shell,BCM,XL,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/12/2020,VW905,Hello Sunshine Tank,Mauve,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/13/2020,VW516,Womens Alpine Sherpa Jacket,ORE,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW323,Daily Legging ,INK,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,V406,Balboa Pant,CCO,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,V416,Sunday Performance Jogger,OXB,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW303,Performance Jogger,HTG,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW226,Halo Essential Hoodie,HDG,L,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW226,Halo Essential Hoodie,HTG,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW142,SL,HCC,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,V418,Ponto Performance Pant,HTG,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,V330,Banks Short,AZL,L,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW359,Rhythm Short,GRY ,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW303,Performance Jogger,HTG,XL,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW303,Laguna Lounge Pant,HTG,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,V416,Sunday Performance Jogger,BLK,S,1,In,TRUE,Shipment Discrepency,AP,1122,1829,1037,TRUE,,
11/13/2020,VW303,Performance Jogger ,BLK,S,1,In,TRUE,Lightspeed Return,SL,1123,1830,1038,TRUE,,
11/13/2020,VW303,Performance Jogger ,BLK,M,1,In,TRUE,Lightspeed Return,SL,1123,1830,1038,TRUE,,
11/14/2020,V344,Ponto Short,HBG,M,2,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW329,Pace High Rise Legging,BLK,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,V177,L/S Tradewind Performance T,HTG,L,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,V359,Bahia Boardshort,SGL,33,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW167,L/S Lux Tee,HCE,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW329,Pace High Rise Legging,CER,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW303,Performance Jogger ,HTG,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW339,Halo Performance Short,HTG,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,V430,Meta Pant,DOR,28,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,V150,Crest S/S Button-Down,SAE,L,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW155,Marine Mock Neck,VFI,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW303,Performance Jogger,HTG,XS,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/14/2020,VW409,Clean Elevation Legging,ORE,S,1,In,TRUE,Lightspeed Return,AP,1123,1830,1038,TRUE,,
11/15/2020,VW426,Lux Romper,HCC,S,1,In,TRUE,Lightspeed Return,GV,1123,1830,1038,TRUE,,
11/15/2020,V344,Ponto Short,HCC,M,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
11/15/2020,V344,Ponto Short,HTG,M,1,Out,TRUE,Damaged,GV,965398,,1036,TRUE,,
