 ,,,,,,,For Andrew ,,,,,,,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),"Reason For
Defect/Damaged",Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
,,,,,,,FALSE,,,,,,,FALSE,
