 ,,,,,,,For Andrew ,,,,,,,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),"Reason For
Defect/Damaged",Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",
2/23/2021,VW123,Energy Top,BLK,XS,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V101,Tuvalu Tee,BCY,M,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW409,Clean Elevation Legging,HCC,XS,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW325,Elevation Performance Leggings,BCM,XS,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V154,Bishop Short-Sleeve Button-Down,SWR,L,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V952,Land To Sea,HTG,L,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V416,Sunday Performance Joggers,OXB,M,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW323,Daily Leggings,SPC,M,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW347,Laguna Lounge Pant,HZL,M,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/24/2021,V302,Kore Short,IND,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
2/24/2021,V412,Ripstop Climber Pant,COP,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
2/24/2021,VW501,Womens Outdoor Trainer Shell,BCM,XL,1,In,TRUE,Lightspeed Giftcard,,MMG,1375,2223,1407,TRUE,
2/24/2021,VW325,Elevation Performance Leggings,BCM,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1375,2223,1407,TRUE,
2/24/2021,VW418,Daily Jogger,BLK,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1375,2224,1407,TRUE,
2/24/2021,VW144,Rhythm Tank,DSK,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1375,2224,1407,TRUE,
2/24/2021,V224,Ponto Performance Crew,BLK,L,1,In,TRUE,Lightspeed Return,,MMG,1375,2224,1408,TRUE,
2/24/2021,VW303,Performance Jogger,HNV,M,1,In,TRUE,Lightspeed Return,,MMG,1375,2224,1408,TRUE,
2/24/2021,VW303-L,Performance Jogger- Long,HCC,M,1,In,TRUE,Lightspeed Return,,MMG,1375,2224,1408,TRUE,
3/2/2021,V527,Ripstop Jacket,BLK,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,V341,Trail Short,BLK,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,VW347,Laguna Lounge Pant,NAT,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,VW325,Elevation Legging,HCE,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,VW108,Lux Performance Tank,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,V429,Fleet Pant,IND,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,V368,Aim Short,KHK,34,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,VW304,Clementine Short,TID,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,V418,Ponto Performance Pant,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1395,2264,1443,TRUE,
3/2/2021,VW325,Elevation Legging,HCE,XS,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V167,Zephyr Muscle Tee,HTG,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW323,Daily Legging,CCL,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW323,Daily Legging,BCM,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303 - L,Performance Jogger - Long,BCM,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V363,Future Short,BLK,S,1,Out,FALSE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW156,Coast Tee,WHT,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW133,Daydream Crew,HBC,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V126,Strato Tech Tee,HCO,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,HCL,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V101`,Tuvalu Tee,COG,XXL,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V344,Ponto Short,HCC,L,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW304,Clementine Short,KEL,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW241,L/S Halo Crew,HBC,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V412,Ripstop Climber Pant,BCM,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,V418,Ponto Pant,HCC,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,HCE,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,HNV,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,BCM,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,BCM,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,HCC,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303 - L,Performance Jogger - Long,BLK,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW133,Daydream Crew,LHG,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW303,Performance Jogger,BLK,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW409,Clean Elevation Legging,HCC,S,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/2/2021,VW323,Daily Legging,DSK,M,1,Out,TRUE,Damaged,,MMG,1453557,,1442,TRUE,
3/3/2021,VW409,Clean Elevation Legging,PHC,M,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,VW123,Energy Top,WHT,S,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,VW409,Clean Elevation Legging,HCC,S,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,VW303,Performance Joggers,BLK,M,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,VW516,Womens Alpine Sherpa Jacket,ORE,L,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,VW241,L/S Halo Crew,HBC,S,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/3/2021,V821,Douglas Beanie ,BLK,ONS,1,Out,TRUE,Damaged,,MMG,1461740,,1457,TRUE,
3/8/2021,V412,Ripstop Climber Pant,ARM,M,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,V188,Strato Tech Polo,HOX,XL,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,V418,Ponto Performance Pant,HCC,L,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,V952,Land to Sea Tee,HTG,M,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,V412,Ripstop Climber Pant,IND,L,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,V412,Ripstop Climber Pant,SES,M,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,VW144,Rhythm Tank,GRY,S,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,VW303-L,Performance Jogger - Long,HCC,XL,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/8/2021,V416,Sunday Performance Jogger,IND,L,1,Out,TRUE,Lightspeed Giftcard,,MMG,1426,2308,1490,TRUE,
3/10/2021,VW409,Clean Evelvation Legging,HCC,S,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V126,Strato Tech Tee,HTG,L,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V359,Bahia Boardshort,BLK,32,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW409,Clean Elevation Legging,HOR,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW323,Daily Legging,OSH,S,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V429,Fleet Pant,BLK,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V101,Tuvalu Tee,SAL,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V101,Tuvalu Tee,CCO,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW409,Clean Elevation Legging,HBF,XS,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW123,Energy Top,BLK,XS,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V126,Strato Tech Tee,SAL,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW409,Clean Elevation Legging,HCC,S,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V302,Kore Short,GHE,S,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V177,L/S Tradewind Performance Tee,BLK,L,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V109,S/S Tradewind Performance Tee,BLK,L,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW323,Daily Legging,BCM,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW952,The Rise The Shine Tank,ARM,L,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,VW136,Elevation Bra,LHG,M,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V430,Meta Pant,BLK,34,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/10/2021,V429,Fleet Pant,CCO,L,1,Out,TRUE,Damaged,,MMG,1487285,,1495,TRUE,
3/11/2021,V315,Banks Short,CMO,XL,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V302,Kore Short,OTB,S,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW303,Performance Jogger,HNV,XL,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW303-L,Performance Jogger,BCM,L,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW409,Clean Elevation Legging,BCM,XS,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW409,Clean Elevation Legging,HCC,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW325,Elevation Legging,BCM,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V416,Sunday Performance Jogger,TOH,S,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V416,Ripstop Climber,IND,L,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW303,Performance Jogger,HNS,XS,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V126,Strato Tech Tee,HNV,XL,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V429,Fleet Pant,IND,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V185,L/S Ace Button Down,CCL,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW325,Elevation Legging,HCE,XS,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW329,Pace High Rise Legging,OCT,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW123,Energy Top,BLK,L,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW409,Clean Elevation Legging,HBC,XS,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V188,Strato Tech Polo,HOX,L,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V417,Transit Jogger,CCL,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V416,Sunday Jogger,NVY,L,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,V412,Ripstop Climber Pant,ARM,L,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW329,Pace High Rise Legging,BLK,XS,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/11/2021,VW303,Performance Jogger,BLK,M,1,Out,TRUE,Damaged,,MMG,1502002,,1515,TRUE,
3/15/2021,V417,Transit Jogger,NVY,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,V412,Ripstop Pant,ARM,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,V429,Fleet Pant,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW226,Halo Performance Hoodie,BCM,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW240,L/S Solstice Tee,HCA,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW323,Daily Legging,GMO,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW133,Daydream Crew,ORE,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW235,Restore Crew,BIS,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW303,Performance Jogger,HCL,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW329,Pace High Rise Leggings,BLK,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW401,Womens Ripstop Pant,COP,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW801,Sombra Sun Hat,BLK,ONS,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,V412,Ripstop Pant,CCL,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,V406,Balboa Pant,CCO,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/15/2021,VW347,Laguna Lounge Pant,HZL,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1455,2348,1530,TRUE,
3/16/2021,VW409,Clean Elevation Legging,HCC,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1462,2360,1537,TRUE,
3/16/2021,V367,"Kore Short 5""",BCL,XL,1,In,TRUE,Lightspeed Giftcard,,MMG,1462,2360,1537,TRUE,
3/16/2021,V416,Sunday Performance Jogger,IND,XL,1,In,TRUE,Lightspeed Giftcard,,MMG,1462,2360,1537,TRUE,
3/16/2021,V302,Kore Short,NCM,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1462,2360,1537,TRUE,
3/16/2021,V302,Kore Short,NCM,M,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,VW409,Clean Elevation Legging,HCC,M,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,V165,S/S Ever Henley,ORE,M,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,VW142,Plyo Tank,BLK,L,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,V177,L/S Tradewind Performance,HMI,L,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,VW323,Daily Legging,SPC,M,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,V302,Kore Short,BLK,M,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,V237,Aspen Shirt Jacket,BLG,L,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/16/2021,VW303,Performance Jogger,HCC,XS,1,Out,TRUE,Damaged,,MMG,1510508,,1535,TRUE,
3/17/2021,VW303,Performance Jogger,BCM,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V418,Ponto Pant,HCC,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V418,Ponto Pant,IND,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW323,Daily Legging,OCE,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V416,Sunday Performance Jogger,BLK,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V418,Ponto Pant,IND,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V330,Banks Short,BKL,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V330,Banks Short,XLT,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW303,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW303,Performance Jogger,HTG,XS,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V178,L/S Strato Tech Tee,HNV,S,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V417,Transit Jogger,CCL,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V417,Transit Jogger,NVY,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW243,Catalina Crew,HTG,XS,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW303,Performance Jogger,HFL,XS,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V406,Balboa Pant,CCO,S,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V412,Ripstop Pant,ARM,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW323,Daily Legging,BLK,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V416,Sunday Performance Jogger,NVY,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V201,Movement Hoodie,HTG,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW409,Clean Elevation Legging,HCC,S,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW409,Daily Legging,CCL,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V417,Transit Jogger,BLK,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V429,Fleet Pant,TOB,L,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V429,Fleet Pant,CCO,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW347,Laguna Lounge Pant,HZL,S,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V412,Ripstop Pant,CCL,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,VW226,Halo Essential Hoodie,HDG,S,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V237,Aspen Shirt Jacket,HTG,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/17/2021,V237,Aspen Shirt Jacket,HTG,XL,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/18/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,,MMG,1521658,,1556,TRUE,
3/19/2021,V412,Ripstop Pant,CCL,S,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,VW323,Daily Legging,DSK,XS,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,VW323,Daily Legging,DSK,XS,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,V344,Ponto Short,BLK,L,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,VW323,Daily Legging,CCL,M,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,V952,Land To Sea Tee,HTI,M,1,Out,TRUE,Damaged,,MMG,1532296,,1582,TRUE,
3/19/2021,V185,L/S Ace Button-Down,CCL,M,1,Out,TRUE,Lightspeed Giftcard,,MMG,1483,2389,1583,TRUE,
3/22/2021,VW325,Elevation Performance Legging,CCL,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW303,Performance Legging,BLK,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW418,Daily Jogger,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW108,Lux Performance Tank,HCC,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW311,Performance Mesh Jogger,NVY,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW142,Plyo Tank,CCL,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,V188,Strato Tech Polo,HRW,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,V188,Strato Tech Polo,HCC,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW303,Performance Jogger,HCC,XXS,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW905,Hello Sunshine Tank,MVE,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW303,Performance Jogger,BCM,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,VW304,Clementine Short,SPC,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1494,2408,1591,TRUE,
3/22/2021,V367,Kore Short,IND,S,1,In,TRUE,Lightspeed Return,,MMG,1494,2407,1590,TRUE,
3/22/2021,V302,Kore Short,CLD,S,1,In,TRUE,Lightspeed Return,,MMG,1494,2407,1590,TRUE,
3/22/2021,V188,Strato Tech Polo,HRW,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,V188,Strato Tech Polo,HCC,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,V302,Kore Short,IND,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,V302,Kore Short,CLD,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW303,Performance Jogger,HCC,XXS,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW311,Performance Mesh Jogger,NVY,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW303,Performance Jogger,BCM,L,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW325,Elevation Performance Legging,HCC,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW323,Daily Legging,CCL,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW323,Daily Legging,BCM,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW409,Clean Elevation Legging,HCC,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW303,Performance Jogger,HCE,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW426,Lux Romper,HCC,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW323,Daily Legging,BCM,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW418,Daily Jogger,HZL,L,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW323,Daily Legging,GMO,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW409,Clean Elevation Legging,HBC,L,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW409,Clean Elevation Legging,HCC,XS,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW123,Energy Top,BLK,L,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW303,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,V416,Sunday Performance Jogger,BLK,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,V126,Strato Tech Tee,HCC,L,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,V429,Fleet Pant,BLK,XL,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
3/22/2021,VW323,Daily Legging,OCE,M,1,Out,TRUE,Damaged,,MMG,1537250,,1589,TRUE,
