,,,,,,,For Andrew,,,For Andrew ,For Andrew ,For Andrew ,For Andrew 
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)"
3/4/2021,V418,Ponto Performance Pant,HNV,M,1,OUT,TRUE,Damage,Gema,1461739,,1450,TRUE
3/4/2021,VW303-L,Performance Jogger - Long,BLK,L,1,OUT,TRUE,Damage,Gema,1461739,,1450,TRUE
3/4/2021,V418,Ponto Performance Pant ,BLK,M,1,OUt,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW303,Performance Jogger,BCM,S,1,Out,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW303,Performance Jogger,BCM,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,,Meta Pant,BLK,33,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,V416,Sunday Performance Jogger,IND,XS,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW323,Daily Legging,CCL,M,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW323,Daily LEgging,BLK,XS,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,V406,Balboa Pant,BLK,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW323,Daily LEgging,BLK,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,V302,Kore Short,EBS,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021, V302,Kore Short,PTL,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW235,Restore Crew ,WBL,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW303,Performance Jogger,BLK,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,V416,Sunday Performance Jogger,HPT,L,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW323,Daily LEgging ,BCM,S,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,V344,Ponto Short,HCC,L,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW347,Laguna Lounge Pant,HZL,S,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW108,Lux Performance Tank,HIN,S,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW142,Plyo Tank,TER,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,V108,L/S Ever Henley,BLK,L,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW108,Lux Performance Tank,HCE,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW323,Daily Legging,BCM,M,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW201,Halo Performance Hoodie,BLK,XS,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW235,Restore Crew,WBL,S,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW323,Daily Legging,SPC,S,1,OUT,TRUE,Damage,PArker,1461739,,1450,TRUE
3/4/2021,VW523,Womens Ripstop Jacket,ORC,S,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW409,Clean Elevation Legging ,HOR,XS,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW303,Performance Jogger,BLK,S,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,vw323,Daily Legging,GMO,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW323,Daily Legging,CCL,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW323,Daily Legging ,INK,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/4/2021,VW303,Performance Jogger,HFL,M,1,OUT,TRUE,Damage,Parker,1461739,,1450,TRUE
3/5/2021,V527,Ripstop Jacker,ORE,M,1,IN,TRUE,Gift Return ,Parker,1477573,,1466,TRUE
3/5/2021,V176,Waffle Crew,IND,M,1,IN,TRUE,Gift Return ,Parker,1477573,,1466,TRUE
3/5/2021,V101,Tuvalu Tee,INK,M,1,IN,TRUE,Gift Return,Parker,1477573,,1466,TRUE
3/5/2021,V412,Ripstop Climber Pant,SES,L,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,V412,Ripstop Climber Pant,IND,L,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW303,Performance Jogger,BCM,S,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW226,Halo Essential Hoodie,HKE,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,V330,Banks Short,RWL,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,V412,Ripstop Climber Pant,CCL,XL,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW136,Elevation bra,LHG,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW325,Elevation Legging ,LHG,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW156,Coast Tee,WHT,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,V126,Strato Tech Tee,HCO,XL,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,V406,Balboa Pant,BLK,S,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,V412,Ripstop Climber Pant,KHK,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW409,Clean Elevation Legging ,HOR,S,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW323,Daily LEgging ,SPC,S,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/5/2021,VW329,Pace High Rise Legging,CER,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,V176,Waffle Crew,LHG,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,VW303,Performance Jogger,PHC,XL,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,VW409,Clean Elevation Legging ,HOR,S,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,VW409,Clean Elevation Legging ,HCC,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,VW409,Clean Elevation Legging ,PHC,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,V430,Meta Pant,CCL,38,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,V126,Strato Tech Tee,HOX,XL,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,V126,Strato Tech Tee,HOX,L,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,VW303,Performance Jogger,HCE,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/6/2021,VW325,Elevation Legging ,HCE,M,1,OUT,TRUE,Damage,Parker,1411,2287,1467,TRUE
3/10/2021,VW303,Performance Jogger,BLK,XS,1,IN,TRUE,Gift Return,PArker,1424,2306,1486,TRUE
3/10/2021,VW142,Plyo Tank,TER,M,1,IN,TRUE,Gift Return,PArker,1424,2306,1486,TRUE
3/10/2021,VW409,Clean Elevation Legging ,PHC,M,1,IN,TRUE,Gift Return,Parker,1424,2306,1486,TRUE
3/10/2021,V126,Strato Tech Tee,HOX,L,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,V126,Strato Tech Tee,HCC,XL,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,VW303,Performance Jogger,BLK,M,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,VW303-L,Performance Jogger,BLK,M,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,V302,Kore Short ,BCM,L,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,VW235,Restore Crew,GDN,XL,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,VW416,Womens Ripstop Wide Leg,CCL,S,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,V218,Jeffreys Pullover,HTG,S,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,V176,Waffle Crew,LHG,M,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,VW156,Coast Tee,WHT,M,1,OUT,TRUE,Damage,Parker,1482847,,1487,TRUE
3/10/2021,V109,Tradewind Performance Tee,HOX,L,1,IN,TRUE,Gift Return ,Parker,1441,2326,1510,TRUE
3/10/2021,V430,Meta Pant,NVY,32,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/10/2021,V512,Outdoor Trainer Shell,BCM,M,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/10/2021,VW409,Clean Elevation Legging ,HOR,M,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/10/2021,V244,Ponto Performance Half Zip Hoodie ,CCL,L,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/11/2021,VW303,Performance Jogger,BCM,M,1,IN,TRUE,Gift Return,Gema,1441,2326,1510,TRUE
3/11/2021,VW303,Performance Jogger,BLK,M,1,IN,TRUE,Gift Return,Gema,1441,2326,1510,TRUE
3/11/2021,V512,Outdoor Trainer Shell,BCM,XL,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/11/2021,V416,Sunday Performance Jogger,BLK,M,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/11/2021,V412,Ripstop Climber Pant,KHK,M,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/11/2021,VW303-L,Performance Jogger - Long,HCC,M,1,OUT,TRUE,Damage,Parker,1501999,,1509,TRUE
3/13/2021,V302,Kore Short ,PTL,M,1,IN,TRUE,Gift Return,Parker ,1441,2326,1510,TRUE
3/13/2021,V302,Kore Short,IND,M,1,IN,TRUE,Gift Return,Parker,1441,2326,1510,TRUE
3/13/2021,VW303,Performance Jogger,BLK,S,1,IN,TRUE,Gift Return,Parker,1441,2326,1510,TRUE
3/13/2021,VW303,Performance Jogger,HTG,S,1,IN,TRUE,Gift Return,Parker,1441,2326,1510,TRUE
3/13/2021,V302,Kore Short,BCE,XXL,1,IN,TRUE,Gift Return,Parker,1441,2326,1510,TRUE
3/13/2021,V412,Ripstop Climber Pant,CCL,XL,1,IN,TRUE,Gift Return,Parker,1441,2326,1510,FALSE
3/16/2021,V302,Kore Short,BCM,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW409,Clean Elevation Legging ,PHC,S,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW303,PERFORMANCE JOGGER,BLK,L,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW339,HALO PERFORMANCE SHORT,HDG,L,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW156,COAST TEE,CLD,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW323,DAILY LEGGING,SPC,S,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW409,Clean Elevation Legging ,PHC,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW323,DAILY LEGGING,BCM,S,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V344,PONTO SHORT,BLK,XXL,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW409,Clean Elevation Legging ,HOR,XS,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V101,Tuvalu Tee,INK,L,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW418,Daily Jogger,BLK,S,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V330,BANKS SHORT,AZL,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW235,RESTORE CREW,BIS,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V412,Ripstop Climber Pant,BLK,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V126,Strato Tech Tee,HNV,XXL,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V530,TOPANGA INSULATED VEST,COG,L,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,V530,TOPANGA INSULATED VEST,COG,S,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW323,DAILY LEGGING,SIE,XS,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW409,Clean Elevation Legging ,HBF,M,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/16/2021,VW303,PERFORMANCE JOGGER,BCM,L,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/17/2021,V126,Strato Tech Tee,HOX,L,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/17/2021,V108,L/S Ever Henley,IND,XXL,1,OUT,TRUE,Damage,GEMA,1510509,,1539,TRUE
3/17/2021,VW339,HALO PERFORMANCE SHORT,HTG,XS,1,IN,TRUE,Gift Return,GEMA,1463,2361,1540,TRUE
3/17/2021,V330,BANKS SHORT,AZL,M,1,IN,TRUE,Gift Return,GEMA,1463,2361,1540,TRUE
3/17/2021,V950,WAVES MOUNTAIN SUN TEE,CCL,M,1,IN,TRUE,Gift Return,GEMA,1463,2361,1540,TRUE
3/17/2021,VW323,Daily Legging,BLK,M,1,OUT,TRUE,Damage,Parker,1532292,,1571,TRUE
3/17/2021,VW523,Womens Ripstop Jacket,ORC,S,1,OUT,TRUE,Damage,Parker,1532292,,1571,TRUE
3/17/2021,V177,L/S Tradewind Performance Tee,HTA,XXL,1,OUT,TRUE,Damage,Alex,1532292,,1571,TRUE
3/20/2021,VW409,Clean Elevation Legging ,HCC,S,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,VW409,Clean Elevation Legging ,HBC,M,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,VW409,Clean Elevation Legging ,HOR,S,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,VW201,Halo Performance Hoodie,PHG,XS,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,VW303,Performance Jogger,BLK,M,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,V418,Ponto Performance Pants,HTI,L,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,V108,L/S Ever Henley,BLK,L,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,VW416,Women's Ripstop Wideleg,ARM,M,1,IN,TRUE,Lightspeed Return,Rachael,1480,2384,1572,TRUE
3/20/2021,VW409,Clean Elevation Legging ,PHC,S,1,IN,TRUE,Gift Return,Rachael,1480,2384,1572,TRUE
3/20/2021,V420,Everything Chino Pant,BLK,33,1,IN,TRUE,Gift Return,Rachael,1480,2384,1572,TRUE
3/20/2021,VW347,Laguna Lounge Pant,NAT,S,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,V434,Ripstop Traveler Jogger,BLK,M,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/20/2021,V418,Ponto Performance Pant,HBG,S,1,OUT,TRUE,Damage,Rachael,1532292,,1571,TRUE
3/21/2021,V108,L/S Ever Henley,BLK,S,1,OUT,TRUE,Damage,GEMA,1532292,,1571,TRUE
3/21/2021,VW136,ELEVATION BRA,LHG,XS,1,OUT,TRUE,Damage,GEMA,1532292,,1571,TRUE
3/21/2021,VW104,YOSEMITE BRA,DSK,XS,1,OUT,TRUE,Damage,GEMA,1532292,,1571,TRUE
3/22/2021,v218,Jeffreys Pullover,HTI,M,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/22/2021,VW323,DAILY LEGGINGS,BLK,M,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/22/2021,V126,Strato Tech Tee,HCC,XXL,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/22/2021,VW409,,HOR,S,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/22/2021,V367,KORE SHORT,IND,M,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/22/2021,V429,FLEET PANT,BLK,S,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/23/2021,VW516,WOMENS ALPINE SHERPA,HTG,XS,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/23/2021,VW303,PERFORMANCE JOGGERS,HTG,XS,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/23/2021,VW303,PERFORMANCE JOGGERS,BLK,XS,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/23/2021,VW226,Halo Essential Hoodie,HKE,XL,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/23/2021,V416,Sunday Performance Jogger,BLK,S,1,OUT,TRUE,Damage,GEMA,1548148,,1600,TRUE
3/23/2021,VW323,DAILY LEGGINGS,BLK,S,1,IN,TRUE,Gift Return,GEMA,1501,2418,1599,TRUE
3/23/2021,VW303,PERFORMANCE JOGGERS,HTG,S,1,IN,TRUE,Gift Return,GEMA ,1501,2418,1599,TRUE
3/25/2021,VW142,Plyo Tank,HCC,M,1,IN,FALSE,Gift Return ,Parker,,,,FALSE
3/25/2021,VW303-L,Performance Jogger - Long,BLK,S,1,IN,FALSE,Gift Return ,Parker,,,,FALSE
3/25/2021,V302,Kore Short ,CCL,M,1,IN,FALSE,Gift Return ,Parker,,,,FALSE
3/25/2021,V416,Sunday Performance Jogger,IND,L,1,IN,FALSE,Gift Return ,Parker,,,,FALSE
3/25/2021,V416,Sunday Performance Jogger,HPT,L,1,IN,FALSE,Gift Return,Parker,,,,FALSE
3/25/2021,VW401,Womens Ripstop Pant,CCL,XS,1,IN,FALSE,Lightspeed Return,Parker,,,,FALSE
3/25/2021,V302,Kore Short ,IND,L,1,IN,FALSE,Lightspeed Return,Parker,,,,FALSE
3/25/2021,V418,Ponto Performance Pant,HTI,L,1,IN,FALSE,Lightspeed Return,Parker,,,,FALSE
3/25/2021,VW133,Daydream Crew,LHG,S,1,OUT,FALSE,Damage,Parker,,,,FALSE
3/25/2021,V163,Flux Tee,HTG,L,1,OUT,FALSE,Damage,PArker,,,,FALSE
3/25/2021,VW303,Performance Jogger,BLK,M,1,OUT,FALSE,Damage,Parker,,,,FALSE
3/25/2021,VW428,Rib Studio Legging,BLK,S,1,OUT,FALSE,Damage,Parker,,,,FALSE
3/25/2021,V420,Everything Chino Pant,INK,36,1,OUT,FALSE,Damage,Parker,,,,FALSE
3/25/2021,VW323,Daily Legging,,S,1,OUT,FALSE,Damage,Parker,,,,FALSE
3/25/2021,VW303,Performance Jogger,HTG,XS,1,OUT,FALSE,Damage,Parker,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,FALSE
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
,,,,,,,FALSE,,,,,,
